Estudiante,Región,Nivel,Grado,Institución Educativa,Ambito,Sexo,R Producción de textos,Año,ANALISIS,PADD-R,ID IE,ID2,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Año.1,#
39,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
40,79. Huancavelica,Secundaria,2 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
41,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
42,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
43,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
44,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
45,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
46,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
47,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
48,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
49,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
50,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
51,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
52,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
53,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
54,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
55,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
56,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
57,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
58,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
59,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
60,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
61,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
62,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
63,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
64,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
65,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
66,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
67,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
68,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
69,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
70,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
71,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
72,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
73,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
74,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
75,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
76,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
77,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
78,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
79,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,Nuestra Señora de la Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
80,72. Ucayali,Primaria,2 Primaria,64155,Rural,Femenino,Inicio,2023,SOLO 2023,NO PARTICIPÓ,64155 Bagazan,641552 Primaria,,,,,,,,,,,,,,,,,,,,,,,
81,72. Ucayali,Primaria,2 Primaria,64155,Rural,Masculino,Inicio,2023,SOLO 2023,NO PARTICIPÓ,64155 Bagazan,641552 Primaria,,,,,,,,,,,,,,,,,,,,,,,
82,72. Ucayali,Primaria,2 Primaria,64346,Rural,Femenino,Inicio,2023,OTROS ESCENARIOS,SOLO 2023,64346 Miraflores,643462 Primaria,,,,,,,,,,,,,,,,,,,,,,,
83,72. Ucayali,Primaria,2 Primaria,64346,Rural,Femenino,Inicio,2023,OTROS ESCENARIOS,SOLO 2023,64346 Miraflores,643462 Primaria,,,,,,,,,,,,,,,,,,,,,,,
84,72. Ucayali,Primaria,6 Primaria,64346,Rural,Masculino,Inicio,2023,OTROS ESCENARIOS,SOLO 2023,64346 Miraflores,643466 Primaria,,,,,,,,,,,,,,,,,,,,,,,
85,72. Ucayali,Primaria,6 Primaria,64346,Rural,Femenino,Inicio,2023,OTROS ESCENARIOS,SOLO 2023,64346 Miraflores,643466 Primaria,,,,,,,,,,,,,,,,,,,,,,,
86,72. Ucayali,Primaria,6 Primaria,64346,Rural,Masculino,Inicio,2023,OTROS ESCENARIOS,SOLO 2023,64346 Miraflores,643466 Primaria,,,,,,,,,,,,,,,,,,,,,,,
87,72. Ucayali,Primaria,6 Primaria,64346,Rural,Masculino,Proceso,2023,OTROS ESCENARIOS,SOLO 2023,64346 Miraflores,643466 Primaria,,,,,,,,,,,,,,,,,,,,,,,
88,72. Ucayali,Primaria,4 Primaria,64641,Rural,Femenino,Proceso,2023,SOLO 2023,SOLO 2023,64641 Nueva Alianza,646414 Primaria,,,,,,,,,,,,,,,,,,,,,,,
89,72. Ucayali,Primaria,4 Primaria,64641,Rural,Masculino,Inicio,2023,SOLO 2023,SOLO 2023,64641 Nueva Alianza,646414 Primaria,,,,,,,,,,,,,,,,,,,,,,,
90,72. Ucayali,Primaria,6 Primaria,64641,Rural,Masculino,Inicio,2023,SOLO 2023,SOLO 2023,64641 Nueva Alianza,646416 Primaria,,,,,,,,,,,,,,,,,,,,,,,
91,72. Ucayali,Primaria,6 Primaria,64641,Rural,Femenino,Inicio,2023,SOLO 2023,SOLO 2023,64641 Nueva Alianza,646416 Primaria,,,,,,,,,,,,,,,,,,,,,,,
92,72. Ucayali,Primaria,6 Primaria,64641,Rural,Femenino,Proceso,2023,SOLO 2023,SOLO 2023,64641 Nueva Alianza,646416 Primaria,,,,,,,,,,,,,,,,,,,,,,,
93,72. Ucayali,Primaria,6 Primaria,64641,Rural,Masculino,Proceso,2023,SOLO 2023,SOLO 2023,64641 Nueva Alianza,646416 Primaria,,,,,,,,,,,,,,,,,,,,,,,
94,72. Ucayali,Primaria,4 Primaria,64871-B,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,64872-B Santa Martha,64871-B4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
95,72. Ucayali,Primaria,4 Primaria,64871-B,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,64872-B Santa Martha,64871-B4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
96,72. Ucayali,Primaria,4 Primaria,64871-B,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,64872-B Santa Martha,64871-B4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
97,72. Ucayali,Primaria,4 Primaria,64871-B,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,64872-B Santa Martha,64871-B4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
98,72. Ucayali,Primaria,4 Primaria,64871-B,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,64872-B Santa Martha,64871-B4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
99,72. Ucayali,Primaria,4 Primaria,64871-B,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,64872-B Santa Martha,64871-B4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
100,72. Ucayali,Primaria,4 Primaria,64871-B,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,64872-B Santa Martha,64871-B4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
101,72. Ucayali,Primaria,4 Primaria,64871-B,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,64872-B Santa Martha,64871-B4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
102,72. Ucayali,Primaria,4 Primaria,64871-B,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,64872-B Santa Martha,64871-B4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
103,72. Ucayali,Primaria,4 Primaria,64871-B,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,64872-B Santa Martha,64871-B4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
104,72. Ucayali,Primaria,4 Primaria,64871-B,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,64872-B Santa Martha,64871-B4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
105,72. Ucayali,Primaria,4 Primaria,64871-B,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,64872-B Santa Martha,64871-B4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
106,72. Ucayali,Primaria,4 Primaria,64871-B,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,64872-B Santa Martha,64871-B4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
107,72. Ucayali,Primaria,4 Primaria,64871-B,Rural,Femenino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,64872-B Santa Martha,64871-B4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
108,72. Ucayali,Primaria,4 Primaria,64871-B,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,64872-B Santa Martha,64871-B4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
109,72. Ucayali,Primaria,4 Primaria,64871-B,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,64872-B Santa Martha,64871-B4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
110,72. Ucayali,Primaria,4 Primaria,64871-B,Rural,Masculino,Proceso,2023,2023 Y 2024,PADD 2023 Y 2024,64872-B Santa Martha,64871-B4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
111,72. Ucayali,Primaria,2 Primaria,64996,Rural,Femenino,Inicio,2023,SOLO 2023,SOLO 2023,64996 Libertad,649962 Primaria,,,,,,,,,,,,,,,,,,,,,,,
112,72. Ucayali,Primaria,4 Primaria,64996,Rural,Masculino,Proceso,2023,SOLO 2023,SOLO 2023,64996 Libertad,649964 Primaria,,,,,,,,,,,,,,,,,,,,,,,
113,72. Ucayali,Primaria,6 Primaria,64996,Rural,Femenino,Proceso,2023,SOLO 2023,SOLO 2023,64996 Libertad,649966 Primaria,,,,,,,,,,,,,,,,,,,,,,,
114,72. Ucayali,Primaria,6 Primaria,64996,Rural,Femenino,Proceso,2023,SOLO 2023,SOLO 2023,64996 Libertad,649966 Primaria,,,,,,,,,,,,,,,,,,,,,,,
115,72. Ucayali,Primaria,6 Primaria,64996,Rural,Masculino,Proceso,2023,SOLO 2023,SOLO 2023,64996 Libertad,649966 Primaria,,,,,,,,,,,,,,,,,,,,,,,
116,72. Ucayali,Primaria,2 Primaria,64028,Rural,Femenino,Inicio,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640282 Primaria,,,,,,,,,,,,,,,,,,,,,,,
117,72. Ucayali,Primaria,2 Primaria,64028,Rural,Femenino,Proceso,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640282 Primaria,,,,,,,,,,,,,,,,,,,,,,,
118,72. Ucayali,Primaria,2 Primaria,64028,Rural,Femenino,Proceso,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640282 Primaria,,,,,,,,,,,,,,,,,,,,,,,
119,72. Ucayali,Primaria,2 Primaria,64028,Rural,Femenino,Proceso,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640282 Primaria,,,,,,,,,,,,,,,,,,,,,,,
120,72. Ucayali,Primaria,2 Primaria,64028,Rural,Femenino,Proceso,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640282 Primaria,,,,,,,,,,,,,,,,,,,,,,,
121,72. Ucayali,Primaria,2 Primaria,64028,Rural,Masculino,Inicio,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640282 Primaria,,,,,,,,,,,,,,,,,,,,,,,
122,72. Ucayali,Primaria,2 Primaria,64028,Rural,Femenino,Inicio,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640282 Primaria,,,,,,,,,,,,,,,,,,,,,,,
123,72. Ucayali,Primaria,2 Primaria,64028,Rural,Femenino,Inicio,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640282 Primaria,,,,,,,,,,,,,,,,,,,,,,,
124,72. Ucayali,Primaria,2 Primaria,64028,Rural,Femenino,Proceso,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640282 Primaria,,,,,,,,,,,,,,,,,,,,,,,
125,72. Ucayali,Primaria,2 Primaria,64028,Rural,Femenino,Proceso,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640282 Primaria,,,,,,,,,,,,,,,,,,,,,,,
126,72. Ucayali,Primaria,2 Primaria,64028,Rural,Femenino,Proceso,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640282 Primaria,,,,,,,,,,,,,,,,,,,,,,,
127,72. Ucayali,Primaria,2 Primaria,64028,Rural,Femenino,Proceso,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640282 Primaria,,,,,,,,,,,,,,,,,,,,,,,
128,72. Ucayali,Primaria,2 Primaria,64028,Rural,Femenino,Inicio,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640282 Primaria,,,,,,,,,,,,,,,,,,,,,,,
129,72. Ucayali,Primaria,2 Primaria,64028,Rural,Femenino,Proceso,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640282 Primaria,,,,,,,,,,,,,,,,,,,,,,,
130,72. Ucayali,Primaria,2 Primaria,64028,Rural,Masculino,Proceso,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640282 Primaria,,,,,,,,,,,,,,,,,,,,,,,
131,72. Ucayali,Primaria,4 Primaria,64028,Rural,Masculino,Inicio,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640284 Primaria,,,,,,,,,,,,,,,,,,,,,,,
132,72. Ucayali,Primaria,4 Primaria,64028,Rural,Femenino,Inicio,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640284 Primaria,,,,,,,,,,,,,,,,,,,,,,,
133,72. Ucayali,Primaria,4 Primaria,64028,Rural,Femenino,Proceso,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640284 Primaria,,,,,,,,,,,,,,,,,,,,,,,
134,72. Ucayali,Primaria,4 Primaria,64028,Rural,Masculino,Inicio,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640284 Primaria,,,,,,,,,,,,,,,,,,,,,,,
135,72. Ucayali,Primaria,4 Primaria,64028,Rural,Femenino,Satisfactorio,2023,LOS 3 AÑOS,PADD 2023 Y 2024,64028 Mazaray,640284 Primaria,,,,,,,,,,,,,,,,,,,,,,,
136,54. Ancash,Primaria,2 Primaria,86809,Rural,Femenino,Proceso,2023,LOS 3 AÑOS,SOLO 2023,86809 Huarac-huarán,868092 Primaria,,,,,,,,,,,,,,,,,,,,,,,
137,54. Ancash,Primaria,2 Primaria,86809,Rural,Femenino,Proceso,2023,LOS 3 AÑOS,SOLO 2023,86809 Huarac-huarán,868092 Primaria,,,,,,,,,,,,,,,,,,,,,,,
138,54. Ancash,Primaria,2 Primaria,86809,Rural,Masculino,Inicio,2023,LOS 3 AÑOS,SOLO 2023,86809 Huarac-huarán,868092 Primaria,,,,,,,,,,,,,,,,,,,,,,,
139,54. Ancash,Primaria,2 Primaria,88247 SAN ENRIQUE,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,88247 - Capan,88247 SAN ENRIQUE2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
140,54. Ancash,Primaria,2 Primaria,88247 SAN ENRIQUE,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,88247 - Capan,88247 SAN ENRIQUE2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
141,54. Ancash,Primaria,2 Primaria,88247 SAN ENRIQUE,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,88247 - Capan,88247 SAN ENRIQUE2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
142,54. Ancash,Primaria,2 Primaria,88247 SAN ENRIQUE,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,88247 - Capan,88247 SAN ENRIQUE2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
143,54. Ancash,Primaria,4 Primaria,86809,Rural,Femenino,Inicio,2023,LOS 3 AÑOS,SOLO 2023,86809 Huarac-huarán,868094 Primaria,,,,,,,,,,,,,,,,,,,,,,,
144,54. Ancash,Primaria,4 Primaria,86809,Rural,Femenino,Inicio,2023,LOS 3 AÑOS,SOLO 2023,86809 Huarac-huarán,868094 Primaria,,,,,,,,,,,,,,,,,,,,,,,
145,54. Ancash,Primaria,4 Primaria,86548 JOSE MARIA VELAZ,Rural,Masculino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,86548 - Pichiu,86548 JOSE MARIA VELAZ4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
146,54. Ancash,Primaria,4 Primaria,86548 JOSE MARIA VELAZ,Rural,Femenino,Inicio,2023,2023 Y 2024,PADD 2023 Y 2024,86548 - Pichiu,86548 JOSE MARIA VELAZ4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
